instance,env_seed,agent_seed,cost,time,tw,method,arrival,category,fleet
C1_10_1,11,1,31568,811.03,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,11,1,27690,811.04,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,11,1,27804,841.01,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,11,1,20799,811.17,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,11,1,27917,811.03,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,11,1,20520,811.18,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,39,1,30997,841.09,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,39,1,28042,811.06,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,39,1,25988,811.04,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,39,1,20057,840.99,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,39,1,26265,841.02,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,39,1,19129,811.03,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,38,1,32199,841.08,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,38,1,32766,841.07,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,38,1,26594,841.04,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,38,1,19478,810.98,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,38,1,26320,841.06,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,38,1,19929,841.11,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,10,1,31825,811.04,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,10,1,28220,811.12,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,10,1,26418,811.1,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,10,1,19930,841.17,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,10,1,27710,841.17,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,10,1,18938,811.27,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,2,1,31964,811.01,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,2,1,30714,811.1,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,2,1,27393,811.03,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,2,1,19279,811.08,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,2,1,24788,810.97,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,2,1,17862,811.13,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,12,1,32764,841.02,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,12,1,27224,810.98,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,12,1,25453,811.0,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,12,1,19014,841.13,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,12,1,26139,811.06,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,12,1,20264,811.12,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,13,1,30875,811.03,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,13,1,28240,811.07,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,13,1,27215,811.04,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,13,1,19983,811.1,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,13,1,25013,811.06,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,13,1,18419,811.11,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,1,1,31755,811.09,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,1,1,26698,811.14,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,1,1,26239,811.02,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,1,1,20626,841.29,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,1,1,25707,811.0,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,1,1,18268,811.02,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,48,1,33184,841.09,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,48,1,28244,841.03,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,48,1,26354,841.0,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,48,1,21402,841.1,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,48,1,26959,840.97,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,48,1,18955,841.29,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,49,1,31024,811.0,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,49,1,28429,811.06,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,49,1,27218,811.01,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,49,1,20561,810.99,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,49,1,26835,811.08,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,49,1,19736,811.11,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,41,1,30806,893.02,TW8,icd-dispatch-only,uni,C,1.0
C2_10_1,41,1,29976,890.73,TW8,icd-dispatch-only,uni,C,1.0
R1_10_1,41,1,28968,869.81,TW8,icd-dispatch-only,uni,R,1.0
R2_10_1,41,1,19979,902.86,TW8,icd-dispatch-only,uni,R,1.0
RC1_10_1,41,1,26427,892.81,TW8,icd-dispatch-only,uni,RC,1.0
RC2_10_1,41,1,18220,896.41,TW8,icd-dispatch-only,uni,RC,1.0
C1_10_1,40,1,33128,862.7,TW8,icd-dispatch-only,uni,C,1.0
C2_10_1,40,1,29107,857.82,TW8,icd-dispatch-only,uni,C,1.0
R1_10_1,40,1,27831,865.62,TW8,icd-dispatch-only,uni,R,1.0
R2_10_1,40,1,21053,868.99,TW8,icd-dispatch-only,uni,R,1.0
RC1_10_1,40,1,28058,863.66,TW8,icd-dispatch-only,uni,RC,1.0
RC2_10_1,40,1,19991,869.46,TW8,icd-dispatch-only,uni,RC,1.0
C1_10_1,42,1,32483,892.4,TW8,icd-dispatch-only,uni,C,1.0
C2_10_1,42,1,28333,887.73,TW8,icd-dispatch-only,uni,C,1.0
R1_10_1,42,1,28093,891.89,TW8,icd-dispatch-only,uni,R,1.0
R2_10_1,42,1,19913,899.09,TW8,icd-dispatch-only,uni,R,1.0
RC1_10_1,42,1,27938,900.52,TW8,icd-dispatch-only,uni,RC,1.0
RC2_10_1,42,1,20084,904.2,TW8,icd-dispatch-only,uni,RC,1.0
C1_10_1,43,1,31008,891.58,TW8,icd-dispatch-only,uni,C,1.0
C2_10_1,43,1,27119,855.56,TW8,icd-dispatch-only,uni,C,1.0
R1_10_1,43,1,29497,896.62,TW8,icd-dispatch-only,uni,R,1.0
R2_10_1,43,1,19931,892.72,TW8,icd-dispatch-only,uni,R,1.0
RC1_10_1,43,1,29129,897.83,TW8,icd-dispatch-only,uni,RC,1.0
RC2_10_1,43,1,20919,903.82,TW8,icd-dispatch-only,uni,RC,1.0
C1_10_1,47,1,30568,833.94,TW8,icd-dispatch-only,uni,C,1.0
C2_10_1,47,1,28814,860.72,TW8,icd-dispatch-only,uni,C,1.0
R1_10_1,47,1,28537,867.89,TW8,icd-dispatch-only,uni,R,1.0
R2_10_1,47,1,19891,870.97,TW8,icd-dispatch-only,uni,R,1.0
RC1_10_1,47,1,28327,863.71,TW8,icd-dispatch-only,uni,RC,1.0
RC2_10_1,47,1,19217,865.44,TW8,icd-dispatch-only,uni,RC,1.0
C1_10_1,46,1,31551,830.93,TW8,icd-dispatch-only,uni,C,1.0
C2_10_1,46,1,30306,887.43,TW8,icd-dispatch-only,uni,C,1.0
R1_10_1,46,1,27074,864.0,TW8,icd-dispatch-only,uni,R,1.0
R2_10_1,46,1,18015,867.93,TW8,icd-dispatch-only,uni,R,1.0
RC1_10_1,46,1,27626,893.24,TW8,icd-dispatch-only,uni,RC,1.0
RC2_10_1,46,1,18662,898.4,TW8,icd-dispatch-only,uni,RC,1.0
C1_10_1,50,1,31397,863.41,TW8,icd-dispatch-only,uni,C,1.0
C2_10_1,50,1,28209,859.18,TW8,icd-dispatch-only,uni,C,1.0
R1_10_1,50,1,28102,864.85,TW8,icd-dispatch-only,uni,R,1.0
R2_10_1,50,1,21470,870.53,TW8,icd-dispatch-only,uni,R,1.0
RC1_10_1,50,1,27168,868.58,TW8,icd-dispatch-only,uni,RC,1.0
RC2_10_1,50,1,18353,866.3,TW8,icd-dispatch-only,uni,RC,1.0
C1_10_1,44,1,31057,833.3,TW8,icd-dispatch-only,uni,C,1.0
C2_10_1,44,1,28835,861.23,TW8,icd-dispatch-only,uni,C,1.0
R1_10_1,44,1,29315,865.85,TW8,icd-dispatch-only,uni,R,1.0
R2_10_1,44,1,21586,869.59,TW8,icd-dispatch-only,uni,R,1.0
RC1_10_1,44,1,27950,867.42,TW8,icd-dispatch-only,uni,RC,1.0
RC2_10_1,44,1,19500,871.41,TW8,icd-dispatch-only,uni,RC,1.0
C1_10_1,45,1,31416,799.15,TW8,icd-dispatch-only,uni,C,1.0
C2_10_1,45,1,29586,827.67,TW8,icd-dispatch-only,uni,C,1.0
R1_10_1,45,1,27895,862.22,TW8,icd-dispatch-only,uni,R,1.0
R2_10_1,45,1,19951,871.64,TW8,icd-dispatch-only,uni,R,1.0
RC1_10_1,45,1,27410,867.72,TW8,icd-dispatch-only,uni,RC,1.0
RC2_10_1,45,1,18317,868.65,TW8,icd-dispatch-only,uni,RC,1.0
C1_10_1,36,1,31136,857.91,TW8,icd-dispatch-only,uni,C,1.0
C2_10_1,36,1,29120,859.91,TW8,icd-dispatch-only,uni,C,1.0
R1_10_1,36,1,28035,865.86,TW8,icd-dispatch-only,uni,R,1.0
R2_10_1,36,1,18984,868.24,TW8,icd-dispatch-only,uni,R,1.0
RC1_10_1,36,1,26654,865.65,TW8,icd-dispatch-only,uni,RC,1.0
RC2_10_1,36,1,17745,865.02,TW8,icd-dispatch-only,uni,RC,1.0
C1_10_1,22,1,32745,834.93,TW8,icd-dispatch-only,uni,C,1.0
C2_10_1,22,1,29972,857.26,TW8,icd-dispatch-only,uni,C,1.0
R1_10_1,22,1,29127,871.37,TW8,icd-dispatch-only,uni,R,1.0
R2_10_1,22,1,21511,871.01,TW8,icd-dispatch-only,uni,R,1.0
RC1_10_1,22,1,29136,865.26,TW8,icd-dispatch-only,uni,RC,1.0
RC2_10_1,22,1,20908,870.02,TW8,icd-dispatch-only,uni,RC,1.0
C1_10_1,23,1,31398,892.91,TW8,icd-dispatch-only,uni,C,1.0
C2_10_1,23,1,28729,888.05,TW8,icd-dispatch-only,uni,C,1.0
R1_10_1,23,1,28337,895.76,TW8,icd-dispatch-only,uni,R,1.0
R2_10_1,23,1,19791,899.68,TW8,icd-dispatch-only,uni,R,1.0
RC1_10_1,23,1,26864,894.28,TW8,icd-dispatch-only,uni,RC,1.0
RC2_10_1,23,1,19493,896.25,TW8,icd-dispatch-only,uni,RC,1.0
C1_10_1,37,1,34546,864.62,TW8,icd-dispatch-only,uni,C,1.0
C2_10_1,37,1,31882,862.66,TW8,icd-dispatch-only,uni,C,1.0
R1_10_1,37,1,28981,893.41,TW8,icd-dispatch-only,uni,R,1.0
R2_10_1,37,1,21113,869.33,TW8,icd-dispatch-only,uni,R,1.0
RC1_10_1,37,1,27383,869.84,TW8,icd-dispatch-only,uni,RC,1.0
RC2_10_1,37,1,19168,869.49,TW8,icd-dispatch-only,uni,RC,1.0
C1_10_1,21,1,31276,893.72,TW8,icd-dispatch-only,uni,C,1.0
C2_10_1,21,1,32340,887.4,TW8,icd-dispatch-only,uni,C,1.0
R1_10_1,21,1,27848,898.2,TW8,icd-dispatch-only,uni,R,1.0
R2_10_1,21,1,19282,896.17,TW8,icd-dispatch-only,uni,R,1.0
RC1_10_1,21,1,28407,894.49,TW8,icd-dispatch-only,uni,RC,1.0
RC2_10_1,21,1,19916,895.19,TW8,icd-dispatch-only,uni,RC,1.0
C1_10_1,35,1,30993,864.09,TW8,icd-dispatch-only,uni,C,1.0
C2_10_1,35,1,28209,890.72,TW8,icd-dispatch-only,uni,C,1.0
R1_10_1,35,1,28103,890.55,TW8,icd-dispatch-only,uni,R,1.0
R2_10_1,35,1,20257,897.24,TW8,icd-dispatch-only,uni,R,1.0
RC1_10_1,35,1,28587,899.01,TW8,icd-dispatch-only,uni,RC,1.0
RC2_10_1,35,1,19518,897.5,TW8,icd-dispatch-only,uni,RC,1.0
C1_10_1,34,1,31843,858.99,TW8,icd-dispatch-only,uni,C,1.0
C2_10_1,34,1,29249,829.96,TW8,icd-dispatch-only,uni,C,1.0
R1_10_1,34,1,28605,865.99,TW8,icd-dispatch-only,uni,R,1.0
R2_10_1,34,1,20283,868.61,TW8,icd-dispatch-only,uni,R,1.0
RC1_10_1,34,1,26887,863.17,TW8,icd-dispatch-only,uni,RC,1.0
RC2_10_1,34,1,19207,869.38,TW8,icd-dispatch-only,uni,RC,1.0
C1_10_1,20,1,32441,858.09,TW8,icd-dispatch-only,uni,C,1.0
C2_10_1,20,1,29629,826.64,TW8,icd-dispatch-only,uni,C,1.0
R1_10_1,20,1,26663,891.44,TW8,icd-dispatch-only,uni,R,1.0
R2_10_1,20,1,20502,894.93,TW8,icd-dispatch-only,uni,R,1.0
RC1_10_1,20,1,26896,893.02,TW8,icd-dispatch-only,uni,RC,1.0
RC2_10_1,20,1,20173,892.02,TW8,icd-dispatch-only,uni,RC,1.0
C1_10_1,24,1,30834,861.56,TW8,icd-dispatch-only,uni,C,1.0
C2_10_1,24,1,29929,857.95,TW8,icd-dispatch-only,uni,C,1.0
R1_10_1,24,1,27641,866.61,TW8,icd-dispatch-only,uni,R,1.0
R2_10_1,24,1,19832,869.98,TW8,icd-dispatch-only,uni,R,1.0
RC1_10_1,24,1,28309,867.25,TW8,icd-dispatch-only,uni,RC,1.0
RC2_10_1,24,1,18798,868.73,TW8,icd-dispatch-only,uni,RC,1.0
C1_10_1,30,1,32048,857.74,TW8,icd-dispatch-only,uni,C,1.0
C2_10_1,30,1,30966,887.65,TW8,icd-dispatch-only,uni,C,1.0
R1_10_1,30,1,27979,896.4,TW8,icd-dispatch-only,uni,R,1.0
R2_10_1,30,1,20907,892.81,TW8,icd-dispatch-only,uni,R,1.0
RC1_10_1,30,1,30272,898.04,TW8,icd-dispatch-only,uni,RC,1.0
RC2_10_1,30,1,21368,902.14,TW8,icd-dispatch-only,uni,RC,1.0
C1_10_1,18,1,30819,864.93,TW8,icd-dispatch-only,uni,C,1.0
C2_10_1,18,1,29966,859.8,TW8,icd-dispatch-only,uni,C,1.0
R1_10_1,18,1,26856,863.83,TW8,icd-dispatch-only,uni,R,1.0
R2_10_1,18,1,20717,872.07,TW8,icd-dispatch-only,uni,R,1.0
RC1_10_1,18,1,26484,861.36,TW8,icd-dispatch-only,uni,RC,1.0
RC2_10_1,18,1,18715,865.83,TW8,icd-dispatch-only,uni,RC,1.0
C1_10_1,19,1,31663,892.97,TW8,icd-dispatch-only,uni,C,1.0
C2_10_1,19,1,28055,889.2,TW8,icd-dispatch-only,uni,C,1.0
R1_10_1,19,1,28519,899.13,TW8,icd-dispatch-only,uni,R,1.0
R2_10_1,19,1,19906,898.08,TW8,icd-dispatch-only,uni,R,1.0
RC1_10_1,19,1,27277,894.24,TW8,icd-dispatch-only,uni,RC,1.0
RC2_10_1,19,1,19536,894.69,TW8,icd-dispatch-only,uni,RC,1.0
C1_10_1,31,1,32511,894.27,TW8,icd-dispatch-only,uni,C,1.0
C2_10_1,31,1,30757,859.65,TW8,icd-dispatch-only,uni,C,1.0
R1_10_1,31,1,30529,870.13,TW8,icd-dispatch-only,uni,R,1.0
R2_10_1,31,1,20421,872.27,TW8,icd-dispatch-only,uni,R,1.0
RC1_10_1,31,1,27488,866.33,TW8,icd-dispatch-only,uni,RC,1.0
RC2_10_1,31,1,18608,866.14,TW8,icd-dispatch-only,uni,RC,1.0
C1_10_1,25,1,33045,859.63,TW8,icd-dispatch-only,uni,C,1.0
C2_10_1,25,1,28219,890.93,TW8,icd-dispatch-only,uni,C,1.0
R1_10_1,25,1,29174,866.15,TW8,icd-dispatch-only,uni,R,1.0
R2_10_1,25,1,20565,870.04,TW8,icd-dispatch-only,uni,R,1.0
RC1_10_1,25,1,26760,861.6,TW8,icd-dispatch-only,uni,RC,1.0
RC2_10_1,25,1,18339,867.97,TW8,icd-dispatch-only,uni,RC,1.0
C1_10_1,9,1,30926,891.8,TW8,icd-dispatch-only,uni,C,1.0
C2_10_1,9,1,28100,891.29,TW8,icd-dispatch-only,uni,C,1.0
R1_10_1,9,1,28723,894.34,TW8,icd-dispatch-only,uni,R,1.0
R2_10_1,9,1,22447,902.62,TW8,icd-dispatch-only,uni,R,1.0
RC1_10_1,9,1,28511,898.47,TW8,icd-dispatch-only,uni,RC,1.0
RC2_10_1,9,1,20284,898.25,TW8,icd-dispatch-only,uni,RC,1.0
C1_10_1,33,1,32605,863.02,TW8,icd-dispatch-only,uni,C,1.0
C2_10_1,33,1,30129,859.62,TW8,icd-dispatch-only,uni,C,1.0
R1_10_1,33,1,27854,864.17,TW8,icd-dispatch-only,uni,R,1.0
R2_10_1,33,1,20304,871.08,TW8,icd-dispatch-only,uni,R,1.0
RC1_10_1,33,1,27331,863.71,TW8,icd-dispatch-only,uni,RC,1.0
RC2_10_1,33,1,19617,871.95,TW8,icd-dispatch-only,uni,RC,1.0
C1_10_1,27,1,33440,891.4,TW8,icd-dispatch-only,uni,C,1.0
C2_10_1,27,1,28040,887.03,TW8,icd-dispatch-only,uni,C,1.0
R1_10_1,27,1,29874,895.15,TW8,icd-dispatch-only,uni,R,1.0
R2_10_1,27,1,20613,896.01,TW8,icd-dispatch-only,uni,R,1.0
RC1_10_1,27,1,28837,893.59,TW8,icd-dispatch-only,uni,RC,1.0
RC2_10_1,27,1,19958,894.51,TW8,icd-dispatch-only,uni,RC,1.0
C1_10_1,26,1,32726,866.72,TW8,icd-dispatch-only,uni,C,1.0
C2_10_1,26,1,26187,823.24,TW8,icd-dispatch-only,uni,C,1.0
R1_10_1,26,1,27258,835.85,TW8,icd-dispatch-only,uni,R,1.0
R2_10_1,26,1,18839,834.48,TW8,icd-dispatch-only,uni,R,1.0
RC1_10_1,26,1,25924,829.06,TW8,icd-dispatch-only,uni,RC,1.0
RC2_10_1,26,1,17412,835.32,TW8,icd-dispatch-only,uni,RC,1.0
C1_10_1,32,1,31772,892.27,TW8,icd-dispatch-only,uni,C,1.0
C2_10_1,32,1,30977,885.72,TW8,icd-dispatch-only,uni,C,1.0
R1_10_1,32,1,27171,897.84,TW8,icd-dispatch-only,uni,R,1.0
R2_10_1,32,1,21287,899.15,TW8,icd-dispatch-only,uni,R,1.0
RC1_10_1,32,1,27407,895.79,TW8,icd-dispatch-only,uni,RC,1.0
RC2_10_1,32,1,18129,900.5,TW8,icd-dispatch-only,uni,RC,1.0
C1_10_1,8,1,30969,924.23,TW8,icd-dispatch-only,uni,C,1.0
C2_10_1,8,1,28488,886.58,TW8,icd-dispatch-only,uni,C,1.0
R1_10_1,8,1,27056,924.37,TW8,icd-dispatch-only,uni,R,1.0
R2_10_1,8,1,19968,926.37,TW8,icd-dispatch-only,uni,R,1.0
RC1_10_1,8,1,28291,925.02,TW8,icd-dispatch-only,uni,RC,1.0
RC2_10_1,8,1,19364,902.33,TW8,icd-dispatch-only,uni,RC,1.0
C1_10_1,5,1,33213,892.92,TW8,icd-dispatch-only,uni,C,1.0
C2_10_1,5,1,28971,891.77,TW8,icd-dispatch-only,uni,C,1.0
R1_10_1,5,1,28254,894.29,TW8,icd-dispatch-only,uni,R,1.0
R2_10_1,5,1,21317,893.63,TW8,icd-dispatch-only,uni,R,1.0
RC1_10_1,5,1,27794,893.98,TW8,icd-dispatch-only,uni,RC,1.0
RC2_10_1,5,1,19947,896.12,TW8,icd-dispatch-only,uni,RC,1.0
C1_10_1,17,1,30883,919.02,TW8,icd-dispatch-only,uni,C,1.0
C2_10_1,17,1,29308,920.56,TW8,icd-dispatch-only,uni,C,1.0
R1_10_1,17,1,30219,924.57,TW8,icd-dispatch-only,uni,R,1.0
R2_10_1,17,1,20204,922.93,TW8,icd-dispatch-only,uni,R,1.0
RC1_10_1,17,1,27583,924.51,TW8,icd-dispatch-only,uni,RC,1.0
RC2_10_1,17,1,19360,929.0,TW8,icd-dispatch-only,uni,RC,1.0
C1_10_1,16,1,32886,861.99,TW8,icd-dispatch-only,uni,C,1.0
C2_10_1,16,1,29179,890.15,TW8,icd-dispatch-only,uni,C,1.0
R1_10_1,16,1,29008,896.9,TW8,icd-dispatch-only,uni,R,1.0
R2_10_1,16,1,21514,897.31,TW8,icd-dispatch-only,uni,R,1.0
RC1_10_1,16,1,27447,867.94,TW8,icd-dispatch-only,uni,RC,1.0
RC2_10_1,16,1,19648,866.41,TW8,icd-dispatch-only,uni,RC,1.0
C1_10_1,4,1,32888,889.45,TW8,icd-dispatch-only,uni,C,1.0
C2_10_1,4,1,29414,862.19,TW8,icd-dispatch-only,uni,C,1.0
R1_10_1,4,1,27593,894.35,TW8,icd-dispatch-only,uni,R,1.0
R2_10_1,4,1,21455,900.62,TW8,icd-dispatch-only,uni,R,1.0
RC1_10_1,4,1,28118,865.52,TW8,icd-dispatch-only,uni,RC,1.0
RC2_10_1,4,1,19391,870.69,TW8,icd-dispatch-only,uni,RC,1.0
C1_10_1,6,1,31083,830.82,TW8,icd-dispatch-only,uni,C,1.0
C2_10_1,6,1,29795,857.16,TW8,icd-dispatch-only,uni,C,1.0
R1_10_1,6,1,28353,868.56,TW8,icd-dispatch-only,uni,R,1.0
R2_10_1,6,1,19783,870.28,TW8,icd-dispatch-only,uni,R,1.0
RC1_10_1,6,1,26347,862.25,TW8,icd-dispatch-only,uni,RC,1.0
RC2_10_1,6,1,18071,866.68,TW8,icd-dispatch-only,uni,RC,1.0
C1_10_1,28,1,33929,863.93,TW8,icd-dispatch-only,uni,C,1.0
C2_10_1,28,1,30881,860.64,TW8,icd-dispatch-only,uni,C,1.0
R1_10_1,28,1,30840,872.17,TW8,icd-dispatch-only,uni,R,1.0
R2_10_1,28,1,22062,871.93,TW8,icd-dispatch-only,uni,R,1.0
RC1_10_1,28,1,28223,870.14,TW8,icd-dispatch-only,uni,RC,1.0
RC2_10_1,28,1,19818,872.32,TW8,icd-dispatch-only,uni,RC,1.0
C1_10_1,14,1,32558,891.02,TW8,icd-dispatch-only,uni,C,1.0
C2_10_1,14,1,31954,886.59,TW8,icd-dispatch-only,uni,C,1.0
R1_10_1,14,1,28591,866.69,TW8,icd-dispatch-only,uni,R,1.0
R2_10_1,14,1,19902,897.19,TW8,icd-dispatch-only,uni,R,1.0
RC1_10_1,14,1,27412,889.99,TW8,icd-dispatch-only,uni,RC,1.0
RC2_10_1,14,1,19337,901.02,TW8,icd-dispatch-only,uni,RC,1.0
C1_10_1,15,1,33127,892.49,TW8,icd-dispatch-only,uni,C,1.0
C2_10_1,15,1,29580,892.89,TW8,icd-dispatch-only,uni,C,1.0
R1_10_1,15,1,29757,900.23,TW8,icd-dispatch-only,uni,R,1.0
R2_10_1,15,1,20371,898.72,TW8,icd-dispatch-only,uni,R,1.0
RC1_10_1,15,1,27236,896.92,TW8,icd-dispatch-only,uni,RC,1.0
RC2_10_1,15,1,18530,901.25,TW8,icd-dispatch-only,uni,RC,1.0
C1_10_1,29,1,33361,863.63,TW8,icd-dispatch-only,uni,C,1.0
C2_10_1,29,1,31565,860.39,TW8,icd-dispatch-only,uni,C,1.0
R1_10_1,29,1,28545,863.41,TW8,icd-dispatch-only,uni,R,1.0
R2_10_1,29,1,19612,868.22,TW8,icd-dispatch-only,uni,R,1.0
RC1_10_1,29,1,26005,865.76,TW8,icd-dispatch-only,uni,RC,1.0
RC2_10_1,29,1,18667,866.72,TW8,icd-dispatch-only,uni,RC,1.0
C1_10_1,7,1,32177,863.34,TW8,icd-dispatch-only,uni,C,1.0
C2_10_1,7,1,28130,862.52,TW8,icd-dispatch-only,uni,C,1.0
R1_10_1,7,1,28321,866.71,TW8,icd-dispatch-only,uni,R,1.0
R2_10_1,7,1,20808,873.06,TW8,icd-dispatch-only,uni,R,1.0
RC1_10_1,7,1,29283,839.58,TW8,icd-dispatch-only,uni,RC,1.0
RC2_10_1,7,1,19942,841.21,TW8,icd-dispatch-only,uni,RC,1.0
C1_10_1,3,1,30751,890.01,TW8,icd-dispatch-only,uni,C,1.0
C2_10_1,3,1,29631,856.1,TW8,icd-dispatch-only,uni,C,1.0
R1_10_1,3,1,29054,866.45,TW8,icd-dispatch-only,uni,R,1.0
R2_10_1,3,1,19703,863.88,TW8,icd-dispatch-only,uni,R,1.0
RC1_10_1,3,1,28757,868.39,TW8,icd-dispatch-only,uni,RC,1.0
RC2_10_1,3,1,19611,868.36,TW8,icd-dispatch-only,uni,RC,1.0
C1_10_1,11,1,32353,862.8,TW8,icd-dispatch-only,uni,C,1.0
C2_10_1,11,1,27242,859.17,TW8,icd-dispatch-only,uni,C,1.0
R1_10_1,11,1,28869,895.45,TW8,icd-dispatch-only,uni,R,1.0
R2_10_1,11,1,20355,870.07,TW8,icd-dispatch-only,uni,R,1.0
RC1_10_1,11,1,28734,865.11,TW8,icd-dispatch-only,uni,RC,1.0
RC2_10_1,11,1,19977,869.52,TW8,icd-dispatch-only,uni,RC,1.0
C1_10_1,39,1,32036,892.18,TW8,icd-dispatch-only,uni,C,1.0
C2_10_1,39,1,27617,861.93,TW8,icd-dispatch-only,uni,C,1.0
R1_10_1,39,1,26828,865.58,TW8,icd-dispatch-only,uni,R,1.0
R2_10_1,39,1,19747,863.64,TW8,icd-dispatch-only,uni,R,1.0
RC1_10_1,39,1,27554,868.16,TW8,icd-dispatch-only,uni,RC,1.0
RC2_10_1,39,1,19186,870.25,TW8,icd-dispatch-only,uni,RC,1.0
C1_10_1,38,1,32133,891.98,TW8,icd-dispatch-only,uni,C,1.0
C2_10_1,38,1,33245,887.33,TW8,icd-dispatch-only,uni,C,1.0
R1_10_1,38,1,26985,896.94,TW8,icd-dispatch-only,uni,R,1.0
R2_10_1,38,1,19622,866.29,TW8,icd-dispatch-only,uni,R,1.0
RC1_10_1,38,1,26833,894.14,TW8,icd-dispatch-only,uni,RC,1.0
RC2_10_1,38,1,19630,895.99,TW8,icd-dispatch-only,uni,RC,1.0
C1_10_1,10,1,31788,860.09,TW8,icd-dispatch-only,uni,C,1.0
C2_10_1,10,1,27980,857.22,TW8,icd-dispatch-only,uni,C,1.0
R1_10_1,10,1,26568,866.51,TW8,icd-dispatch-only,uni,R,1.0
R2_10_1,10,1,18818,872.86,TW8,icd-dispatch-only,uni,R,1.0
RC1_10_1,10,1,28535,864.92,TW8,icd-dispatch-only,uni,RC,1.0
RC2_10_1,10,1,19230,871.35,TW8,icd-dispatch-only,uni,RC,1.0
C1_10_1,2,1,33340,829.07,TW8,icd-dispatch-only,uni,C,1.0
C2_10_1,2,1,29980,857.69,TW8,icd-dispatch-only,uni,C,1.0
R1_10_1,2,1,28859,869.15,TW8,icd-dispatch-only,uni,R,1.0
R2_10_1,2,1,19409,868.57,TW8,icd-dispatch-only,uni,R,1.0
RC1_10_1,2,1,25625,868.62,TW8,icd-dispatch-only,uni,RC,1.0
RC2_10_1,2,1,18090,866.01,TW8,icd-dispatch-only,uni,RC,1.0
C1_10_1,12,1,32871,892.83,TW8,icd-dispatch-only,uni,C,1.0
C2_10_1,12,1,27237,854.57,TW8,icd-dispatch-only,uni,C,1.0
