instance,env_seed,agent_seed,cost,time,tw,method,arrival,category,fleet
C1_10_1,2,1,35775,702.61,TW2,icd-hamming-distance,uni,C,None
C2_10_1,2,1,32725,732.55,TW2,icd-hamming-distance,uni,C,None
R1_10_1,2,1,30632,793.91,TW2,icd-hamming-distance,uni,R,None
R2_10_1,2,1,23974,763.16,TW2,icd-hamming-distance,uni,R,None
RC1_10_1,2,1,28403,733.07,TW2,icd-hamming-distance,uni,RC,None
RC2_10_1,2,1,23229,733.09,TW2,icd-hamming-distance,uni,RC,None
C1_10_1,12,1,36241,793.09,TW2,icd-hamming-distance,uni,C,None
C2_10_1,12,1,30012,822.19,TW2,icd-hamming-distance,uni,C,None
R1_10_1,12,1,29380,793.33,TW2,icd-hamming-distance,uni,R,None
R2_10_1,12,1,24130,824.39,TW2,icd-hamming-distance,uni,R,None
RC1_10_1,12,1,30605,793.44,TW2,icd-hamming-distance,uni,RC,None
RC2_10_1,12,1,24779,824.29,TW2,icd-hamming-distance,uni,RC,None
C1_10_1,13,1,33669,793.89,TW2,icd-hamming-distance,uni,C,None
C2_10_1,13,1,31497,793.03,TW2,icd-hamming-distance,uni,C,None
R1_10_1,13,1,31928,793.52,TW2,icd-hamming-distance,uni,R,None
R2_10_1,13,1,23453,854.04,TW2,icd-hamming-distance,uni,R,None
RC1_10_1,13,1,29568,792.81,TW2,icd-hamming-distance,uni,RC,None
RC2_10_1,13,1,24216,793.59,TW2,icd-hamming-distance,uni,RC,None
C1_10_1,1,1,36217,792.57,TW2,icd-hamming-distance,uni,C,None
C2_10_1,1,1,29912,792.7,TW2,icd-hamming-distance,uni,C,None
R1_10_1,1,1,30499,793.42,TW2,icd-hamming-distance,uni,R,None
R2_10_1,1,1,25889,794.18,TW2,icd-hamming-distance,uni,R,None
RC1_10_1,1,1,29613,823.52,TW2,icd-hamming-distance,uni,RC,None
RC2_10_1,1,1,23105,854.01,TW2,icd-hamming-distance,uni,RC,None
C1_10_1,48,1,36885,822.79,TW2,icd-hamming-distance,uni,C,None
C2_10_1,48,1,31154,882.5,TW2,icd-hamming-distance,uni,C,None
R1_10_1,48,1,30875,883.68,TW2,icd-hamming-distance,uni,R,None
R2_10_1,48,1,26740,884.38,TW2,icd-hamming-distance,uni,R,None
RC1_10_1,48,1,30781,793.77,TW2,icd-hamming-distance,uni,RC,None
RC2_10_1,48,1,23593,793.87,TW2,icd-hamming-distance,uni,RC,None
C1_10_1,49,1,34095,792.56,TW2,icd-hamming-distance,uni,C,None
C2_10_1,49,1,31784,792.33,TW2,icd-hamming-distance,uni,C,None
R1_10_1,49,1,31011,792.94,TW2,icd-hamming-distance,uni,R,None
R2_10_1,49,1,25144,793.08,TW2,icd-hamming-distance,uni,R,None
RC1_10_1,49,1,31084,793.22,TW2,icd-hamming-distance,uni,RC,None
RC2_10_1,49,1,24207,794.08,TW2,icd-hamming-distance,uni,RC,None
C1_10_1,41,1,33011,870.65,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,41,1,33375,870.65,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,41,1,30967,840.56,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,41,1,24372,840.62,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,41,1,28082,840.57,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,41,1,22931,840.62,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,40,1,35923,840.58,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,40,1,31728,840.64,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,40,1,30944,840.52,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,40,1,25745,840.64,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,40,1,29252,840.61,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,40,1,24747,840.59,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,42,1,35349,870.57,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,42,1,32221,870.64,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,42,1,30753,870.56,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,42,1,25304,870.59,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,42,1,29829,870.58,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,42,1,24941,870.64,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,43,1,33505,840.57,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,43,1,30950,840.58,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,43,1,31401,840.53,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,43,1,26022,840.6,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,43,1,31457,840.57,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,43,1,26512,840.65,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,47,1,34238,870.57,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,47,1,33021,870.65,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,47,1,32280,870.56,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,47,1,26556,870.62,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,47,1,29964,870.57,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,47,1,25334,870.59,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,46,1,34285,840.54,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,46,1,34515,870.61,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,46,1,28956,840.54,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,46,1,23761,840.6,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,46,1,30241,870.57,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,46,1,24752,870.62,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,50,1,33205,840.56,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,50,1,31830,840.63,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,50,1,29794,840.64,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,50,1,26162,870.64,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,50,1,27848,840.59,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,50,1,21824,840.58,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,44,1,34538,840.54,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,44,1,31319,840.61,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,44,1,31463,840.53,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,44,1,27418,840.59,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,44,1,30324,840.56,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,44,1,25097,840.61,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,45,1,34512,840.52,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,45,1,32833,840.62,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,45,1,30046,840.55,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,45,1,24989,840.63,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,45,1,29020,840.55,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,45,1,22606,840.61,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,36,1,34067,840.59,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,36,1,32335,840.65,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,36,1,29521,840.55,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,36,1,24015,840.65,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,36,1,28547,840.57,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,36,1,22509,840.6,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,22,1,34780,870.6,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,22,1,32990,870.61,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,22,1,32037,840.54,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,22,1,27566,870.59,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,22,1,30622,840.58,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,22,1,24100,840.6,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,23,1,33819,840.59,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,23,1,32191,840.58,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,23,1,29975,870.58,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,23,1,24744,840.59,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,23,1,29092,840.51,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,23,1,24087,840.6,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,37,1,37204,870.65,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,37,1,34732,870.63,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,37,1,30885,840.56,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,37,1,25072,870.63,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,37,1,29020,840.54,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,37,1,23185,840.64,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,21,1,35060,870.61,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,21,1,36633,870.67,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,21,1,30886,870.59,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,21,1,25441,870.67,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,21,1,31659,870.6,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,21,1,25968,870.66,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,35,1,34818,870.61,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,35,1,31340,870.6,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,35,1,30377,870.56,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,35,1,24826,870.62,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,35,1,30125,870.59,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,35,1,23223,870.63,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,34,1,34121,870.58,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,34,1,32330,870.63,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,34,1,29831,870.58,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,34,1,24155,870.67,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,34,1,29358,870.56,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,34,1,24329,870.65,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,20,1,35089,840.57,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,20,1,32304,840.59,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,20,1,28115,840.53,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,20,1,24920,840.6,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,20,1,28879,840.54,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,20,1,24467,840.59,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,24,1,32249,840.54,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,24,1,32638,840.6,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,24,1,30179,840.57,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,24,1,24635,840.63,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,24,1,29614,840.56,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,24,1,24401,840.64,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,30,1,34104,840.55,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,30,1,32783,840.61,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,30,1,30338,840.55,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,30,1,25586,840.57,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,30,1,32306,840.53,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,30,1,26744,840.62,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,18,1,33841,840.58,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,18,1,32435,840.6,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,18,1,29116,840.54,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,18,1,25823,840.61,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,18,1,28173,840.54,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,18,1,22685,840.59,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,19,1,35153,870.59,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,19,1,30677,840.65,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,19,1,31463,870.62,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,19,1,23857,840.63,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,19,1,30666,870.59,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,19,1,24937,870.6,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,31,1,36195,870.56,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,31,1,34752,840.57,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,31,1,33106,840.56,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,31,1,25212,870.61,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,31,1,28585,840.5,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,31,1,23769,840.61,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,25,1,36175,870.61,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,25,1,31855,870.64,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,25,1,31950,870.6,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,25,1,24796,870.66,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,25,1,29297,870.62,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,25,1,24314,870.66,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,9,1,33810,840.54,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,9,1,31045,840.59,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,9,1,31420,840.56,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,9,1,26328,840.66,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,9,1,30728,840.57,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,9,1,24433,840.63,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,33,1,35216,870.6,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,33,1,33363,870.63,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,33,1,31268,870.58,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,33,1,25276,870.66,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,33,1,30292,840.53,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,33,1,25367,840.61,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,27,1,36170,840.57,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,27,1,30904,870.63,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,27,1,32082,840.56,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,27,1,24598,840.58,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,27,1,30522,840.59,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,27,1,23687,840.65,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,26,1,34740,840.57,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,26,1,30224,840.54,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,26,1,31240,840.53,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,26,1,24799,840.58,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,26,1,28271,840.5,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,26,1,23087,840.57,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,32,1,34375,840.65,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,32,1,34023,840.55,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,32,1,29075,840.53,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,32,1,25447,840.63,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,32,1,29822,840.56,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,32,1,23113,840.61,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,8,1,33558,870.61,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,8,1,31989,870.67,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,8,1,30287,870.56,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,8,1,25854,870.6,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,8,1,30625,870.6,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,8,1,24624,870.67,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,5,1,36006,870.62,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,5,1,31773,870.66,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,5,1,30981,870.54,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,5,1,25783,870.6,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,5,1,30130,870.6,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,5,1,24674,870.67,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,17,1,33980,870.56,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,17,1,32861,870.64,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,17,1,33195,870.56,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,17,1,25513,870.62,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,17,1,29360,870.58,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,17,1,23257,870.66,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,16,1,34969,840.54,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,16,1,31760,840.57,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,16,1,30978,870.56,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,16,1,27277,870.6,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,16,1,29845,840.54,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,16,1,24480,840.59,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,4,1,35640,840.54,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,4,1,33534,840.61,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,4,1,29216,840.56,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,4,1,25994,840.6,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,4,1,30613,840.57,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,4,1,23522,840.62,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,6,1,33137,870.58,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,6,1,32510,840.6,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,6,1,30585,870.6,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,6,1,25530,870.65,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,6,1,27952,870.62,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,6,1,22926,870.66,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,28,1,34882,840.57,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,28,1,32460,840.6,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,28,1,31611,840.57,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,28,1,26255,840.61,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,28,1,30268,840.57,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,28,1,24394,840.59,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,14,1,35360,840.58,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,14,1,35028,840.59,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,14,1,31680,840.58,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,14,1,25167,840.58,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,14,1,29449,840.55,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,14,1,24653,840.59,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,15,1,35357,870.59,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,15,1,32092,870.64,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,15,1,31863,870.61,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,15,1,25503,870.63,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,15,1,28896,870.59,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,15,1,24333,870.65,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,29,1,34908,840.54,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,29,1,33849,840.62,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,29,1,31097,870.59,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,29,1,24943,840.59,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,29,1,28161,870.56,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,29,1,23550,870.61,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,7,1,34878,840.62,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,7,1,31277,840.62,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,7,1,30625,840.55,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,7,1,25072,840.65,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,7,1,30343,840.6,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,7,1,24116,840.66,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,3,1,33755,840.59,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,3,1,32935,840.63,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,3,1,31381,840.56,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,3,1,23932,840.62,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,3,1,29647,840.58,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,3,1,24229,840.68,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,11,1,33997,840.59,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,11,1,30435,840.62,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,11,1,30760,840.55,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,11,1,25276,840.59,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,11,1,30712,840.58,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,11,1,25111,840.64,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,39,1,33781,840.55,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,39,1,31336,840.56,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,39,1,29847,840.53,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,39,1,24887,840.6,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,39,1,29347,840.56,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,39,1,24528,840.6,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,38,1,34807,870.64,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,38,1,36011,870.62,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,38,1,29542,870.54,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,38,1,23629,870.62,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,38,1,29585,870.57,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,38,1,24832,870.61,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,10,1,35355,840.55,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,10,1,31257,840.64,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,10,1,29535,840.53,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,10,1,25193,840.6,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,10,1,30618,870.63,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,10,1,23960,870.67,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,2,1,35178,810.58,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,2,1,32251,810.62,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,2,1,29707,810.59,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,2,1,24577,810.58,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,2,1,27638,810.52,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,2,1,23389,810.57,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,12,1,36184,840.58,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,12,1,30939,840.6,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,12,1,28611,840.54,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,12,1,25080,840.58,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,12,1,29834,840.55,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,12,1,25961,840.59,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,13,1,33876,840.61,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,13,1,31890,840.61,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,13,1,30495,840.57,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,13,1,24151,840.62,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,13,1,28633,840.55,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,13,1,22895,840.61,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,1,1,35155,840.57,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,1,1,29572,840.62,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,1,1,29703,840.53,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,1,1,25777,840.64,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,1,1,29180,870.54,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,1,1,23309,870.61,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,48,1,36442,870.62,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,48,1,31915,870.62,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,48,1,29897,870.57,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,48,1,27144,870.6,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,48,1,29646,840.53,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,48,1,23483,840.57,TW2,icd-rolling-horizon1,uni,RC,None
C1_10_1,49,1,33934,840.59,TW2,icd-rolling-horizon1,uni,C,None
C2_10_1,49,1,31748,840.63,TW2,icd-rolling-horizon1,uni,C,None
R1_10_1,49,1,30444,840.56,TW2,icd-rolling-horizon1,uni,R,None
R2_10_1,49,1,25364,840.59,TW2,icd-rolling-horizon1,uni,R,None
RC1_10_1,49,1,30491,840.55,TW2,icd-rolling-horizon1,uni,RC,None
RC2_10_1,49,1,24465,840.65,TW2,icd-rolling-horizon1,uni,RC,None
